,number,values_0,values_1,datetime_start,datetime_complete,duration,params_lda1,params_ldag,params_psi_1,params_psi_2,params_psi_3,user_attrs_metrics,system_attrs_nsga2:generation,state
0,0,0.9956662872881784,0.4504542461038115,2024-05-20 06:51:40.436774,2024-05-20 06:51:43.247323,0 days 00:00:02.810549,0.8016049587028746,0.847743661248147,1.4960274654826826,0.5482866764130169,22.70022234992515,"{'AUC_ROCs': [0.9962104734715705, 0.9958324627010151, 0.9949559256919495], 'S_relative_errors': [0.42111259699516224, 0.47920343448759045, 0.45104670682868175], 'X_relative_errors': [1.878406048440025, 2.479315351362935, 1.9965493682265512], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.09656528), array(0.10122892), array(0.09895257)], 'dual_residual': [array(0.00768406), array(0.00664309), array(0.00687565)], 'times': [2.5056400820612907, 2.2767085283994675, 2.2942994863260537]}",0,COMPLETE
1,1,0.9979088656567606,0.1130121672128112,2024-05-20 06:51:43.248333,2024-05-20 06:51:45.822826,0 days 00:00:02.574493,0.0059893022264936365,0.5129185677168816,0.011406870656932815,9.68851895369517,0.990920250802651,"{'AUC_ROCs': [0.998843641769494, 0.9978868727306994, 0.9969960824700884], 'S_relative_errors': [0.11224699421919263, 0.11192638924227008, 0.11486311817697084], 'X_relative_errors': [0.6407518139949829, 0.6442821337165989, 0.610055646840276], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.05277509), array(0.05923292), array(0.04689772)], 'dual_residual': [array(0.00437612), array(0.00461547), array(0.00434618)], 'times': [2.2361564917955548, 2.2354650674387813, 2.284450060687959]}",0,COMPLETE
2,2,0.5711643717364119,1.000000004435756,2024-05-20 06:51:45.826168,2024-05-20 06:51:46.779248,0 days 00:00:00.953080,3.421947777656096,0.0013480484940809401,0.004594699067505459,0.004287846869314124,12.289607160965204,"{'AUC_ROCs': [0.6066089240413428, 0.556373247247449, 0.5505109439204438], 'S_relative_errors': [1.0000000142289471, 0.999999999835313, 0.9999999992430078], 'X_relative_errors': [8.070081074824373, 8.35870068709324, 7.672281489444], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [1, 1, 1], 'iterations': [36, 45, 39], 'primal_residual': [array(0.00099794), array(0.00098313), array(0.000912)], 'dual_residual': [array(2.80287106e-05), array(2.77168755e-05), array(2.56313839e-05)], 'times': [0.54972078721039, 0.6770330406725407, 0.6298675753641874]}",0,COMPLETE
3,3,0.826441596071373,0.999999999965548,2024-05-20 06:51:46.780767,2024-05-20 06:51:49.370824,0 days 00:00:02.590057,11.811132294851069,0.006204189069177837,50.054503648119734,0.03352919190707698,0.024378680864998628,"{'AUC_ROCs': [0.8345228124969135, 0.8268944830951545, 0.8179074926220512], 'S_relative_errors': [0.9999999999666676, 0.9999999999678922, 0.999999999962084], 'X_relative_errors': [7.93389295624281, 8.223899918751274, 7.554402510612799], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.02374967), array(0.02303562), array(0.02460482)], 'dual_residual': [array(0.0006722), array(0.00065199), array(0.00069642)], 'times': [2.2817056190688163, 2.208808836294338, 2.317050843965262]}",0,COMPLETE
4,4,0.6619490945841029,0.9999775066866161,2024-05-20 06:51:49.374092,2024-05-20 06:51:51.475186,0 days 00:00:02.101094,0.36980320319330023,4.811329479922514,0.1336132834797386,2.005340850997711,0.1438407872399396,"{'AUC_ROCs': [0.5149413031441763, 0.49335482739670555, 0.9775511532114269], 'S_relative_errors': [0.9999662789061532, 0.9999651755353789, 1.0000010656183163], 'X_relative_errors': [9.232077229453333, 9.574228824366768, 8.813085963585598], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [1, 1, 1], 'iterations': [105, 120, 76], 'primal_residual': [array(6.90044993e-05), array(4.9283779e-05), array(0.00074093)], 'dual_residual': [array(0.00097757), array(0.00098173), array(5.07850063e-05)], 'times': [1.6899936646223068, 1.806551082758233, 1.1469279245939106]}",0,COMPLETE
5,5,0.9946938540749223,0.10084764312321069,2024-05-20 06:51:51.479078,2024-05-20 06:51:53.961448,0 days 00:00:02.482370,0.004799805776620848,0.0075731376695851605,1.6566129707566213,12.44950815107962,7.903141476918185,"{'AUC_ROCs': [0.9966600990884243, 0.9958801486267918, 0.9915413145095509], 'S_relative_errors': [0.10037836275958709, 0.0970230339310139, 0.1051415326790311], 'X_relative_errors': [1.00010228983957, 1.0000901931479624, 1.000091429736593], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.00401133), array(0.00388145), array(0.00372418)], 'dual_residual': [array(0.00217021), array(0.00214461), array(0.00215302)], 'times': [2.1629695708397776, 2.098490657052025, 2.1233963067643344]}",0,COMPLETE
6,6,0.9882792067365371,0.6614481482872346,2024-05-20 06:51:53.966770,2024-05-20 06:51:56.708704,0 days 00:00:02.741934,0.05561256930720384,1.4705955002668011e-05,1.7750088872130745,0.6407623780744601,0.0010181473919934577,"{'AUC_ROCs': [0.9890430589907802, 0.9880315219049458, 0.9877630393138853], 'S_relative_errors': [0.6521697195511266, 0.6697237315102588, 0.6624509938003187], 'X_relative_errors': [6.090460400569444, 6.488546480304322, 5.90810807989839], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.0370016), array(0.03398409), array(0.03374651)], 'dual_residual': [array(0.03173933), array(0.0295552), array(0.0301433)], 'times': [2.2661278434097767, 2.428740276489407, 2.2282855997327715]}",0,COMPLETE
7,7,0.9791198651726126,0.5339348322057828,2024-05-20 06:51:56.713380,2024-05-20 06:51:59.353741,0 days 00:00:02.640361,0.0003760423144777395,2.446520386536672,10.639159302852805,2.3109878706413207,2.0513269140764088,"{'AUC_ROCs': [0.9795479895522655, 0.9795497518843678, 0.9782618540812046], 'S_relative_errors': [0.5309177884275127, 0.5330155957233911, 0.5378711124664445], 'X_relative_errors': [3.9193722143452328, 4.083287604249969, 3.793178080871522], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.02559705), array(0.02700338), array(0.02769499)], 'dual_residual': [array(0.00089345), array(0.00075011), array(0.00070298)], 'times': [2.2931965289171785, 2.2377617976162583, 2.2938689114525914]}",0,COMPLETE
8,8,0.7958338789286321,0.9999999999999298,2024-05-20 06:51:59.359187,2024-05-20 06:52:02.085260,0 days 00:00:02.726073,11.775162195420103,9.292586386077436e-05,3.133302918150157,5.280224858382646,0.5576743184527986,"{'AUC_ROCs': [0.7909925005190145, 0.8081904277562948, 0.788318708510587], 'S_relative_errors': [0.9999999999999172, 0.9999999999999265, 0.9999999999999457], 'X_relative_errors': [8.660533076111784, 8.974378868643567, 8.2514955201636], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.0016386), array(0.00155757), array(0.00130815)], 'dual_residual': [array(4.16602545e-05), array(3.93242825e-05), array(3.3221114e-05)], 'times': [2.39940341678448, 2.3089031032286584, 2.264744660584256]}",0,COMPLETE
9,9,0.9960992367220998,0.06244906942697526,2024-05-20 06:52:02.090939,2024-05-20 06:52:04.821765,0 days 00:00:02.730826,0.18549522329357923,0.019509141922437873,0.2366780893926079,0.018820529612722712,16.78464632447683,"{'AUC_ROCs': [0.9975254655843965, 0.9959113181968103, 0.9948609263850926], 'S_relative_errors': [0.06184937452975496, 0.058444959364868355, 0.06705287438630245], 'X_relative_errors': [0.943818240486832, 0.8820325673067988, 0.9485925806240371], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.27470306), array(0.26061417), array(0.26442927)], 'dual_residual': [array(0.07081257), array(0.06777492), array(0.06421063)], 'times': [2.308578034862876, 2.205939454259351, 2.411602324107662]}",0,COMPLETE
