,number,values_0,values_1,datetime_start,datetime_complete,duration,params_lda1,params_psi_2,params_psi_3,params_rho,user_attrs_metrics,system_attrs_nsga2:generation,state
0,0,0.5001262433727742,0.9986858203440659,2024-05-20 06:41:22.216707,2024-05-20 06:41:24.129617,0 days 00:00:01.912910,0.0803843097428816,0.001023268932858958,58.46457993107991,0.0002811644114118971,"{'AUC_ROCs': [0.5002856780091417, 0.5000930521091811, 0.5], 'S_relative_errors': [0.9969002293843009, 0.9991572316478983, 0.9999999999999989], 'X_relative_errors': [2.4802058044064155, 2.5708488588264418, 2.3957764118894453], 'Sparsity': [7.346938775510205e-05, 2.448979591836735e-05, 0.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [87.862097034294, 87.18023744218468, 85.79290930289535], 'dual_residual': [87.862097034294, 87.18023744218468, 85.79290930289535], 'times': [1.4684334604535252, 1.4542854267638177, 1.5868967927526683]}",0,COMPLETE
1,1,0.9651193139906761,inf,2024-05-20 06:41:24.131503,2024-05-20 06:41:26.067147,0 days 00:00:01.935644,9.779039822078586,40.97265613176138,0.003565701256458587,84.98428181946898,"{'AUC_ROCs': [0.9644777957096566, 0.9650297595305373, 0.9658503867318344], 'S_relative_errors': [inf, inf, inf], 'X_relative_errors': [inf, inf, inf], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [inf, inf, inf], 'dual_residual': [inf, inf, inf], 'times': [1.6194680181797594, 1.6179938863497227, 1.6527411418501288]}",0,COMPLETE
2,2,0.5,0.999999999999999,2024-05-20 06:41:26.068931,2024-05-20 06:41:27.835227,0 days 00:00:01.766296,3.329984144820277,0.11307450944998253,44.106106163633505,0.42973698999832577,"{'AUC_ROCs': [0.5, 0.5, 0.5], 'S_relative_errors': [0.9999999999999991, 0.9999999999999989, 0.9999999999999989], 'X_relative_errors': [9.492699243388051, 9.84785467036403, 9.068974248003425], 'Sparsity': [0.0, 0.0, 0.0], 'converged': [1, 1, 1], 'iterations': [137, 92, 112], 'primal_residual': [0.0008123808602457127, 0.0009821641125684277, 0.0008065910859995357], 'dual_residual': [0.0008123808602457127, 0.0009821641125684277, 0.0008065910859995357], 'times': [1.5052726664580405, 0.9993810544256121, 1.3177113798446953]}",0,COMPLETE
3,3,0.5,0.999999999999999,2024-05-20 06:41:27.837351,2024-05-20 06:41:29.603845,0 days 00:00:01.766494,2.941049448060464,0.566222763542048,0.0010363138285935643,0.00012228821427337828,"{'AUC_ROCs': [0.5, 0.5, 0.5], 'S_relative_errors': [0.9999999999999991, 0.9999999999999989, 0.9999999999999989], 'X_relative_errors': [2.487508169994581, 2.573077642494183, 2.3899647949254774], 'Sparsity': [0.0, 0.0, 0.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [88.1275044594185, 87.24798100873326, 85.86949261829814], 'dual_residual': [88.1275044594185, 87.24798100873326, 85.86949261829814], 'times': [1.3850084801670164, 1.4144931295886636, 1.4587380185257643]}",0,COMPLETE
4,4,0.9950666913196776,0.10570398690894545,2024-05-20 06:41:29.604791,2024-05-20 06:41:31.362409,0 days 00:00:01.757618,0.003314244864683189,0.007484942770129875,0.01276833187026648,0.010914628537769545,"{'AUC_ROCs': [0.9964628784012386, 0.9957383390667941, 0.9929988564910005], 'S_relative_errors': [0.10532988267215836, 0.10152951987014922, 0.1102525581845288], 'X_relative_errors': [0.9999408780998699, 0.9999333904699715, 0.9999463991718892], 'Sparsity': [0.8944979591836735, 0.8927183673469388, 0.900726530612245], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [0.15283291082461745, 0.15407121476441793, 0.14818310075563737], 'dual_residual': [0.15283291082461745, 0.15407121476441793, 0.14818310075563737], 'times': [1.4464133698493242, 1.447246755240485, 1.473582087084651]}",0,COMPLETE
5,5,0.9833621186058045,0.0489444229653087,2024-05-20 06:41:31.364139,2024-05-20 06:41:33.083390,0 days 00:00:01.719251,0.06988563121426862,0.05151253387902705,0.01989494656308065,0.0024360287677788034,"{'AUC_ROCs': [0.9840336114308637, 0.9871276693948423, 0.9789250749917074], 'S_relative_errors': [0.04977288579283026, 0.04499153800725155, 0.052068845095844286], 'X_relative_errors': [0.7911387207660521, 0.7893047736731327, 0.7884027711548206], 'Sparsity': [0.12448979591836734, 0.12821224489795918, 0.12485714285714286], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [9.043152484696519, 8.543047268985115, 9.332047932000727], 'dual_residual': [9.043152484696519, 8.543047268985115, 9.332047932000727], 'times': [1.4048260869458318, 1.4152900439221412, 1.5084728160873055]}",0,COMPLETE
6,6,0.994941091547011,0.10571839543184335,2024-05-20 06:41:33.087983,2024-05-20 06:41:33.839692,0 days 00:00:00.751709,0.00019251788444206493,0.10101075872829154,13.37142597876912,0.06710237995206163,"{'AUC_ROCs': [0.9965781838634101, 0.9962278385296027, 0.9920172522480202], 'S_relative_errors': [0.10534411703875728, 0.10154501754504328, 0.11026605171172947], 'X_relative_errors': [0.9999999976750252, 0.9999999974478052, 0.9999999977067316], 'Sparsity': [0.9966530612244898, 0.995869387755102, 0.9968489795918367], 'converged': [1, 1, 1], 'iterations': [41, 46, 40], 'primal_residual': [0.0009825938224904578, 0.0009650648740584393, 0.0009877086465878723], 'dual_residual': [0.0009825938224904578, 0.0009650648740584393, 0.0009877086465878723], 'times': [0.398713409435004, 0.4466815604828298, 0.40784450247883797]}",0,COMPLETE
7,7,0.5,0.999999999999999,2024-05-20 06:41:33.844214,2024-05-20 06:41:35.534625,0 days 00:00:01.690411,1.0379626331207656,0.13467467235937,0.007985634160739032,0.0005625697103064501,"{'AUC_ROCs': [0.5, 0.5, 0.5], 'S_relative_errors': [0.9999999999999991, 0.9999999999999989, 0.9999999999999989], 'X_relative_errors': [2.4900163239555746, 2.573839361027148, 2.3887404751484484], 'Sparsity': [0.0, 0.0, 0.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [88.09530987130974, 87.23867251616997, 85.88559383367046], 'dual_residual': [88.09530987130974, 87.23867251616997, 85.88559383367046], 'times': [1.3985731257125735, 1.4105131046380848, 1.4154564565978944]}",0,COMPLETE
8,8,0.9641728745522394,inf,2024-05-20 06:41:35.538551,2024-05-20 06:41:37.641891,0 days 00:00:02.103340,0.04713334709419778,0.003988043914644014,0.9092526401895875,26.608087598789115,"{'AUC_ROCs': [0.965003663027155, 0.9649644475281041, 0.9625505131014591], 'S_relative_errors': [inf, inf, inf], 'X_relative_errors': [inf, inf, inf], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [inf, inf, inf], 'dual_residual': [inf, inf, inf], 'times': [1.5962443798780441, 1.694418189348653, 1.7167777272406965]}",0,COMPLETE
9,9,0.5051309523936004,0.997087803245619,2024-05-20 06:41:37.648555,2024-05-20 06:41:39.584418,0 days 00:00:01.935863,1.531739900691821,0.0028884857708969588,1.3401480127887642,0.24724096104959395,"{'AUC_ROCs': [0.5051104621635348, 0.5053660049627792, 0.5049163900544874], 'S_relative_errors': [0.9976380890415472, 0.997012220451806, 0.9966131002435039], 'X_relative_errors': [9.470273768714176, 9.818415167952548, 9.038241715006615], 'Sparsity': [0.0013142857142857142, 0.0014122448979591836, 0.0012816326530612245], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [0.08116215136702597, 0.12704331048580098, 0.15814634886841297], 'dual_residual': [0.08116215136702597, 0.12704331048580098, 0.15814634886841297], 'times': [1.647666331147775, 1.6094748643226922, 1.6067077869083732]}",0,COMPLETE
