,number,values_0,values_1,datetime_start,datetime_complete,duration,params_lda1,params_ldag,params_psi_1,params_psi_2,params_psi_3,user_attrs_metrics,system_attrs_nsga2:generation,state
0,0,0.9890060853351309,0.5564934747455857,2024-05-20 04:05:59.721651,2024-05-20 04:06:02.305127,0 days 00:00:02.583476,0.0066795196996919355,1.9096627932216925,9.014846495107369,3.8421348100042434,2.4000609320306294,"{'AUC_ROCs': [0.9885045283871636, 0.9879445349159586, 0.9905691927022707], 'S_relative_errors': [0.5817357698392756, 0.5817681795700937, 0.5059764748273881], 'X_relative_errors': [2.2887082610266116, 2.562787056677603, 2.2928739182501974], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.10809842), array(0.12686727), array(0.1604824)], 'dual_residual': [array(0.00444067), array(0.00787716), array(0.00906698)], 'times': [2.276272981893271, 2.321312573971227, 2.29188942280598]}",0,COMPLETE
1,1,0.9363669911318541,0.8630642744766429,2024-05-20 04:06:02.307566,2024-05-20 04:06:04.780403,0 days 00:00:02.472837,0.6907882700630381,0.01308680696833881,15.063430404470617,0.260141139870708,0.3260668195970289,"{'AUC_ROCs': [0.9502321227697524, 0.9170456692556654, 0.9418231813701444], 'S_relative_errors': [0.8082876504893625, 0.8653992201293682, 0.9155059528111982], 'X_relative_errors': [4.239491920604247, 5.073088644937773, 5.641257692678375], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.01563917), array(0.01711203), array(0.02128624)], 'dual_residual': [array(0.00851756), array(0.00654676), array(0.00995244)], 'times': [2.234910926083103, 2.259440066991374, 2.2419387705158442]}",0,COMPLETE
2,2,0.9965670674014406,0.15205684043627465,2024-05-20 04:06:04.781126,2024-05-20 04:06:07.419279,0 days 00:00:02.638153,0.004677492609986164,0.006921759949429521,0.011280296109839383,0.0010560174336293434,86.92822001393715,"{'AUC_ROCs': [0.9981646151760546, 0.9955118403680221, 0.9960247466602454], 'S_relative_errors': [0.16271850916857325, 0.14907642312262048, 0.14437558901763028], 'X_relative_errors': [1.0078021758286346, 1.0064721229131304, 1.0097856409031718], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.11606515), array(0.11122826), array(0.1228849)], 'dual_residual': [array(0.16536597), array(0.17487993), array(0.19325312)], 'times': [2.2055250226985663, 2.368123807013035, 2.2873048121109605]}",0,COMPLETE
3,3,0.9841433933467969,0.6374534416986811,2024-05-20 04:06:07.423215,2024-05-20 04:06:10.170058,0 days 00:00:02.746843,0.0021804030272896545,15.014356761607033,0.006665218908785342,0.6632735495994196,0.018873406919457276,"{'AUC_ROCs': [0.9806615756670662, 0.9842917043153827, 0.9874769000579418], 'S_relative_errors': [0.6838019534106479, 0.6472297023777468, 0.581328669307649], 'X_relative_errors': [3.9771904463899554, 4.110343965923109, 3.819531529355584], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.00846455), array(0.00997318), array(0.0139535)], 'dual_residual': [array(0.02293516), array(0.02582656), array(0.03475921)], 'times': [2.45720926951617, 2.3660286446101964, 2.2911794206593186]}",0,COMPLETE
4,4,0.9939149757695986,0.48777578207454114,2024-05-20 04:06:10.171451,2024-05-20 04:06:12.652304,0 days 00:00:02.480853,0.0027097596217846164,3.94600570493163,1.2415915747027413,0.015096293515015879,49.48236203673276,"{'AUC_ROCs': [0.994366781037301, 0.9934277256089669, 0.993950420662528], 'S_relative_errors': [0.508577575421906, 0.5160799008155998, 0.4386698699861176], 'X_relative_errors': [0.9945474844394636, 0.9919475621544124, 0.9942118481560951], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.36300422), array(0.43689982), array(0.48885822)], 'dual_residual': [array(0.02457235), array(0.04167497), array(0.0441327)], 'times': [2.2001692552585155, 2.235708610387519, 2.222702539060265]}",0,COMPLETE
5,5,0.9959585642374406,0.1566729292932606,2024-05-20 04:06:12.654219,2024-05-20 04:06:15.159470,0 days 00:00:02.505251,0.000756163705566207,0.00023046137432940642,4.840781793545134,16.730785120662002,0.02420956279415358,"{'AUC_ROCs': [0.9980636875691125, 0.994299934032258, 0.9955120711109511], 'S_relative_errors': [0.1678198745641134, 0.15361467113496804, 0.14858424218070032], 'X_relative_errors': [1.0003372831553057, 1.0004091641439987, 1.0004342814785256], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.00557458), array(0.00660757), array(0.01119552)], 'dual_residual': [array(0.00330681), array(0.0033726), array(0.00287683)], 'times': [2.276231264928356, 2.1836423608474433, 2.2596038973424584]}",0,COMPLETE
6,6,0.8854107836965491,0.9999999917016277,2024-05-20 04:06:15.164117,2024-05-20 04:06:16.130074,0 days 00:00:00.965957,3.263580067414967,10.86010986407172,0.0014524322395394675,0.013847618070067392,0.32154953840999373,"{'AUC_ROCs': [0.9028094237271644, 0.8887976801574533, 0.8646252472050294], 'S_relative_errors': [0.9999999719427091, 1.000000006283398, 0.9999999968787756], 'X_relative_errors': [5.895903639528388, 6.442289724317682, 6.666712489023096], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [1, 1, 1], 'iterations': [29, 29, 29], 'primal_residual': [array(0.00078192), array(0.00076353), array(0.00079847)], 'dual_residual': [array(6.62372323e-05), array(6.81795568e-05), array(8.04012465e-05)], 'times': [0.6620631811674684, 0.4426633019465953, 0.44674536935053766]}",0,COMPLETE
7,7,0.9678827383163805,0.9999997994940665,2024-05-20 04:06:16.134139,2024-05-20 04:06:16.887996,0 days 00:00:00.753857,1.1718650872317833,0.0007682674562321594,0.028340645976966367,0.5414232509352584,0.034091946067090796,"{'AUC_ROCs': [0.998175489803579, 0.9103055377536698, 0.9951671873918929], 'S_relative_errors': [0.9999997324458547, 0.9999998145114313, 0.9999998515249134], 'X_relative_errors': [5.86491761420824, 6.409727724544307, 6.637258766298478], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [1, 1, 1], 'iterations': [31, 29, 31], 'primal_residual': [array(0.00082082), array(0.00093154), array(0.00054045)], 'dual_residual': [array(2.81299677e-05), array(8.38189902e-05), array(6.45650828e-06)], 'times': [0.46810459112748504, 0.47242378420196474, 0.4785138787701726]}",0,COMPLETE
8,8,0.9971310023789854,0.06442858547049207,2024-05-20 04:06:16.894990,2024-05-20 04:06:19.471515,0 days 00:00:02.576525,0.23082308866121606,0.0006873906351067904,0.015554246886360847,12.85711386201723,0.06371355536052047,"{'AUC_ROCs': [0.9985686102870001, 0.9964624963763975, 0.9963619004735588], 'S_relative_errors': [0.06502501175132164, 0.06310612346819114, 0.06515462119196343], 'X_relative_errors': [0.6357010770242373, 0.666473380306231, 0.6393999702077502], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.13176954), array(0.16411283), array(0.15215089)], 'dual_residual': [array(0.04170618), array(0.03443319), array(0.05488257)], 'times': [2.224131747148931, 2.2308963565155864, 2.3009122321382165]}",0,COMPLETE
9,9,0.9972926519203799,0.10415674807776946,2024-05-20 04:06:19.479109,2024-05-20 04:06:21.942115,0 days 00:00:02.463006,0.11571057566307227,0.0003259605329081615,0.008728970494616054,7.86874849349721,66.94913163318556,"{'AUC_ROCs': [0.9984296228329326, 0.996865124497813, 0.9965832084303942], 'S_relative_errors': [0.110238975759124, 0.10157868447354394, 0.1006525840006404], 'X_relative_errors': [0.999792903999768, 0.9997870902109719, 0.9998031939775407], 'Sparsity': [1.0, 1.0, 1.0], 'converged': [0, 0, 0], 'iterations': [150, 150, 150], 'primal_residual': [array(0.01158625), array(0.01167399), array(0.01208935)], 'dual_residual': [array(0.0153232), array(0.01689012), array(0.01906155)], 'times': [2.153234377037734, 2.1462286307942122, 2.1899927461054176]}",0,COMPLETE
